id,date,mood_t-5,mood_t-4,mood_t-3,mood_t-2,mood_t-1,screen_t-5,screen_t-4,screen_t-3,screen_t-2,screen_t-1,circumplex.valence_t-5,circumplex.valence_t-4,circumplex.valence_t-3,circumplex.valence_t-2,circumplex.valence_t-1,target
AS14.01,2014-04-05,7.4,6.0,6.5,6.4,6.2,63.29901613150873,72.1208421155026,66.15935176874683,52.48545709341319,41.757990259628805,0.6,0.0,0.75,0.0,0.4,6.8
AS14.01,2014-04-06,6.0,6.5,6.4,6.2,6.8,72.1208421155026,66.15935176874683,52.48545709341319,41.757990259628805,53.022714285623465,0.0,0.75,0.0,0.4,0.6,6.5
AS14.01,2014-04-07,6.5,6.4,6.2,6.8,6.5,66.15935176874683,52.48545709341319,41.757990259628805,53.022714285623465,62.35261538133518,0.75,0.0,0.4,0.6,0.5,6.5
AS14.01,2014-04-08,6.4,6.2,6.8,6.5,6.5,52.48545709341319,41.757990259628805,53.022714285623465,62.35261538133518,74.25673360316482,0.0,0.4,0.6,0.5,0.25,6.6
AS14.01,2014-04-09,6.2,6.8,6.5,6.5,6.6,41.757990259628805,53.022714285623465,62.35261538133518,74.25673360316482,58.38013208474753,0.4,0.6,0.5,0.25,0.2,7.4
AS14.01,2014-04-10,6.8,6.5,6.5,6.6,7.4,53.022714285623465,62.35261538133518,74.25673360316482,58.38013208474753,63.94086567620142,0.6,0.5,0.25,0.2,0.8,7.4
AS14.01,2014-04-11,6.5,6.5,6.6,7.4,7.4,62.35261538133518,74.25673360316482,58.38013208474753,63.94086567620142,81.85819564435793,0.5,0.25,0.2,0.8,0.8,7.0
AS14.01,2014-04-12,6.5,6.6,7.4,7.4,7.0,74.25673360316482,58.38013208474753,63.94086567620142,81.85819564435793,55.29026016277996,0.25,0.2,0.8,0.8,0.8,7.25
AS14.01,2014-04-13,6.6,7.4,7.4,7.0,7.25,58.38013208474753,63.94086567620142,81.85819564435793,55.29026016277996,64.05755321015704,0.2,0.8,0.8,0.8,0.75,8.0
AS14.01,2014-04-14,7.4,7.4,7.0,7.25,8.0,63.94086567620142,81.85819564435793,55.29026016277996,64.05755321015704,57.307171406064725,0.8,0.8,0.8,0.75,1.0,7.2
AS14.01,2014-04-15,7.4,7.0,7.25,8.0,7.2,81.85819564435793,55.29026016277996,64.05755321015704,57.307171406064725,64.32795383838508,0.8,0.8,0.75,1.0,0.6,6.4
AS14.01,2014-04-16,7.0,7.25,8.0,7.2,6.4,55.29026016277996,64.05755321015704,57.307171406064725,64.32795383838508,65.36605222456491,0.8,0.75,1.0,0.6,0.8,7.2
AS14.01,2014-04-17,7.25,8.0,7.2,6.4,7.2,64.05755321015704,57.307171406064725,64.32795383838508,65.36605222456491,50.12818484234087,0.75,1.0,0.6,0.8,0.4,6.6
AS14.01,2014-04-18,8.0,7.2,6.4,7.2,6.6,57.307171406064725,64.32795383838508,65.36605222456491,50.12818484234087,61.723260004520434,1.0,0.6,0.8,0.4,0.6,6.8
AS14.01,2014-04-19,7.2,6.4,7.2,6.6,6.8,64.32795383838508,65.36605222456491,50.12818484234087,61.723260004520434,60.807581395603876,0.6,0.8,0.4,0.6,0.8,7.8
AS14.01,2014-04-20,6.4,7.2,6.6,6.8,7.8,65.36605222456491,50.12818484234087,61.723260004520434,60.807581395603876,63.17007927632915,0.8,0.4,0.6,0.8,1.0,7.25
AS14.01,2014-04-21,7.2,6.6,6.8,7.8,7.25,50.12818484234087,61.723260004520434,60.807581395603876,63.17007927632915,65.91611798291797,0.4,0.6,0.8,1.0,0.75,7.6
AS14.01,2014-04-22,6.6,6.8,7.8,7.25,7.6,61.723260004520434,60.807581395603876,63.17007927632915,65.91611798291797,64.96594913935257,0.6,0.8,1.0,0.75,1.0,7.4
AS14.01,2014-04-23,6.8,7.8,7.25,7.6,7.4,60.807581395603876,63.17007927632915,65.91611798291797,64.96594913935257,71.94472403865042,0.8,1.0,0.75,1.0,1.0,7.6
AS14.01,2014-04-24,7.8,7.25,7.6,7.4,7.6,63.17007927632915,65.91611798291797,64.96594913935257,71.94472403865042,66.70435999631881,1.0,0.75,1.0,1.0,1.0,7.6
AS14.01,2014-04-25,7.25,7.6,7.4,7.6,7.6,65.91611798291797,64.96594913935257,71.94472403865042,66.70435999631881,89.97094392330845,0.75,1.0,1.0,1.0,1.0,7.2
AS14.01,2014-04-26,7.6,7.4,7.6,7.6,7.2,64.96594913935257,71.94472403865042,66.70435999631881,89.97094392330845,49.78207091659519,1.0,1.0,1.0,1.0,0.8,7.6
AS14.01,2014-04-27,7.4,7.6,7.6,7.2,7.6,71.94472403865042,66.70435999631881,89.97094392330845,49.78207091659519,50.28209284884589,1.0,1.0,1.0,0.8,1.0,7.5
AS14.01,2014-04-28,7.6,7.6,7.2,7.6,7.5,66.70435999631881,89.97094392330845,49.78207091659519,50.28209284884589,63.27878301773434,1.0,1.0,0.8,1.0,1.0,7.6
AS14.01,2014-04-29,7.6,7.2,7.6,7.5,7.6,89.97094392330845,49.78207091659519,50.28209284884589,63.27878301773434,61.632606738069065,1.0,0.8,1.0,1.0,0.8,7.0
AS14.01,2014-04-30,7.2,7.6,7.5,7.6,7.0,49.78207091659519,50.28209284884589,63.27878301773434,61.632606738069065,66.33985293262147,0.8,1.0,1.0,0.8,0.8,7.8
AS14.01,2014-05-01,7.6,7.5,7.6,7.0,7.8,50.28209284884589,63.27878301773434,61.632606738069065,66.33985293262147,52.29348115160844,1.0,1.0,0.8,0.8,0.8,8.0
AS14.01,2014-05-02,7.5,7.6,7.0,7.8,8.0,63.27878301773434,61.632606738069065,66.33985293262147,52.29348115160844,55.04080976699243,1.0,0.8,0.8,0.8,1.0,7.6
AS14.01,2014-05-03,7.6,7.0,7.8,8.0,7.6,61.632606738069065,66.33985293262147,52.29348115160844,55.04080976699243,74.26547600650787,0.8,0.8,0.8,1.0,1.0,8.0
AS14.01,2014-05-04,7.0,7.8,8.0,7.6,8.0,66.33985293262147,52.29348115160844,55.04080976699243,74.26547600650787,71.70149334112801,0.8,0.8,1.0,1.0,1.0,8.0
AS14.02,2014-03-21,6.333333333333333,6.75,8.2,6.8,7.25,27.63443199634552,45.49962031213861,27.51506708162587,38.86804545575922,28.431527567660723,0.0,0.5,0.8,0.4,0.75,7.5
AS14.02,2014-03-22,6.75,8.2,6.8,7.25,7.5,45.49962031213861,27.51506708162587,38.86804545575922,28.431527567660723,44.09744256412662,0.5,0.8,0.4,0.75,0.75,6.5
AS14.02,2014-03-23,8.2,6.8,7.25,7.5,6.5,27.51506708162587,38.86804545575922,28.431527567660723,44.09744256412662,28.313418994347256,0.8,0.4,0.75,0.75,-0.5,6.25
AS14.02,2014-03-24,6.8,7.25,7.5,6.5,6.25,38.86804545575922,28.431527567660723,44.09744256412662,28.313418994347256,32.11721277067848,0.4,0.75,0.75,-0.5,0.0,6.4
AS14.02,2014-03-25,7.25,7.5,6.5,6.25,6.4,28.431527567660723,44.09744256412662,28.313418994347256,32.11721277067848,22.493081296362526,0.75,0.75,-0.5,0.0,-0.2,7.75
AS14.02,2014-03-26,7.5,6.5,6.25,6.4,7.75,44.09744256412662,28.313418994347256,32.11721277067848,22.493081296362526,27.768790419230214,0.75,-0.5,0.0,-0.2,0.75,7.2
AS14.02,2014-03-27,6.5,6.25,6.4,7.75,7.2,28.313418994347256,32.11721277067848,22.493081296362526,27.768790419230214,28.05977848662605,-0.5,0.0,-0.2,0.75,0.4,7.25
AS14.02,2014-03-28,6.25,6.4,7.75,7.2,7.25,32.11721277067848,22.493081296362526,27.768790419230214,28.05977848662605,28.884770107680353,0.0,-0.2,0.75,0.4,0.5,6.8
AS14.02,2014-03-29,6.4,7.75,7.2,7.25,6.8,22.493081296362526,27.768790419230214,28.05977848662605,28.884770107680353,26.46387332757314,-0.2,0.75,0.4,0.5,0.6,7.25
AS14.02,2014-03-30,7.75,7.2,7.25,6.8,7.25,27.768790419230214,28.05977848662605,28.884770107680353,26.46387332757314,24.250186602834248,0.75,0.4,0.5,0.6,0.25,7.0
AS14.02,2014-03-31,7.2,7.25,6.8,7.25,7.0,28.05977848662605,28.884770107680353,26.46387332757314,24.250186602834248,20.85317255648891,0.4,0.5,0.6,0.25,0.75,7.2
AS14.02,2014-04-01,7.25,6.8,7.25,7.0,7.2,28.884770107680353,26.46387332757314,24.250186602834248,20.85317255648891,29.11064633654385,0.5,0.6,0.25,0.75,0.4,7.4
AS14.02,2014-04-02,6.8,7.25,7.0,7.2,7.4,26.46387332757314,24.250186602834248,20.85317255648891,29.11064633654385,20.231521454325485,0.6,0.25,0.75,0.4,0.8,6.4
AS14.02,2014-04-03,7.25,7.0,7.2,7.4,6.4,24.250186602834248,20.85317255648891,29.11064633654385,20.231521454325485,34.05107735797186,0.25,0.75,0.4,0.8,-0.2,5.75
AS14.02,2014-04-04,7.0,7.2,7.4,6.4,5.75,20.85317255648891,29.11064633654385,20.231521454325485,34.05107735797186,29.237048133171825,0.75,0.4,0.8,-0.2,0.0,6.4
AS14.02,2014-04-05,7.2,7.4,6.4,5.75,6.4,29.11064633654385,20.231521454325485,34.05107735797186,29.237048133171825,24.194503316816117,0.4,0.8,-0.2,0.0,0.2,7.4
AS14.02,2014-04-06,7.4,6.4,5.75,6.4,7.4,20.231521454325485,34.05107735797186,29.237048133171825,24.194503316816117,39.40957407850437,0.8,-0.2,0.0,0.2,0.6,4.5
AS14.02,2014-04-07,6.4,5.75,6.4,7.4,4.5,34.05107735797186,29.237048133171825,24.194503316816117,39.40957407850437,28.25809089297597,-0.2,0.0,0.2,0.6,-1.25,6.8
AS14.02,2014-04-08,5.75,6.4,7.4,4.5,6.8,29.237048133171825,24.194503316816117,39.40957407850437,28.25809089297597,34.535401262295466,0.0,0.2,0.6,-1.25,0.6,6.25
AS14.02,2014-04-09,6.4,7.4,4.5,6.8,6.25,24.194503316816117,39.40957407850437,28.25809089297597,34.535401262295466,25.02547238940843,0.2,0.6,-1.25,0.6,0.5,7.25
AS14.02,2014-04-10,7.4,4.5,6.8,6.25,7.25,39.40957407850437,28.25809089297597,34.535401262295466,25.02547238940843,30.91514907268263,0.6,-1.25,0.6,0.5,0.25,7.25
AS14.02,2014-04-11,4.5,6.8,6.25,7.25,7.25,28.25809089297597,34.535401262295466,25.02547238940843,30.91514907268263,34.74803332415495,-1.25,0.6,0.5,0.25,0.75,6.5
AS14.02,2014-04-12,6.8,6.25,7.25,7.25,6.5,34.535401262295466,25.02547238940843,30.91514907268263,34.74803332415495,24.75671287633405,0.6,0.5,0.25,0.75,0.5,6.0
AS14.02,2014-04-13,6.25,7.25,7.25,6.5,6.0,25.02547238940843,30.91514907268263,34.74803332415495,24.75671287633405,26.706708037940256,0.5,0.25,0.75,0.5,-1.0,7.2
AS14.02,2014-04-14,7.25,7.25,6.5,6.0,7.2,30.91514907268263,34.74803332415495,24.75671287633405,26.706708037940256,20.912221131416477,0.25,0.75,0.5,-1.0,0.4,8.0
AS14.02,2014-04-15,7.25,6.5,6.0,7.2,8.0,34.74803332415495,24.75671287633405,26.706708037940256,20.912221131416477,28.88586459308863,0.75,0.5,-1.0,0.4,1.0,7.25
AS14.02,2014-04-16,6.5,6.0,7.2,8.0,7.25,24.75671287633405,26.706708037940256,20.912221131416477,28.88586459308863,38.96038891209497,0.5,-1.0,0.4,1.0,0.5,6.666666666666667
AS14.02,2014-04-17,6.0,7.2,8.0,7.25,6.666666666666667,26.706708037940256,20.912221131416477,28.88586459308863,38.96038891209497,27.320999920368195,-1.0,0.4,1.0,0.5,0.3333333333333333,6.5
AS14.02,2014-04-18,7.2,8.0,7.25,6.666666666666667,6.5,20.912221131416477,28.88586459308863,38.96038891209497,27.320999920368195,13.744999885559073,0.4,1.0,0.5,0.3333333333333333,0.0,6.5
AS14.02,2014-04-19,8.0,7.25,6.666666666666667,6.5,6.5,28.88586459308863,38.96038891209497,27.320999920368195,13.744999885559073,53.70299994945532,1.0,0.5,0.3333333333333333,0.0,0.0,5.666666666666667
AS14.02,2014-04-20,7.25,6.666666666666667,6.5,6.5,5.666666666666667,38.96038891209497,27.320999920368195,13.744999885559073,53.70299994945532,93.66100001335155,0.5,0.3333333333333333,0.0,0.0,-0.3333333333333333,5.0
